SYSTEM, FRAME, RADIUSG
Complex, 1, 9.027710004037655
Complex, 2, 8.898352427821054
Complex, 3, 9.070522439133226
Complex, 4, 9.10331389461369
Complex, 5, 9.022719163095882
Complex, 6, 9.042913017293992
Complex, 7, 9.05577793795563
Complex, 8, 9.023746231343711
Complex, 9, 9.265701993469733
Complex, 10, 9.164092223735814
Complex, 11, 9.035000852111216
Complex, 12, 9.248553436559675
Complex, 13, 8.945063290397902
Complex, 14, 9.165911450340177
Complex, 15, 9.114040981348468
Complex, 16, 9.120712596999752
Complex, 17, 9.170786397164935
Complex, 18, 9.141765645712814
Complex, 19, 9.19193083554175
Complex, 20, 9.092141269814789
Complex, 21, 9.166772024724814
Complex, 22, 9.11673888531702
Complex, 23, 9.118667144984675
Complex, 24, 9.039624498833465
Complex, 25, 9.102098157164685
Complex, 26, 9.091142300025773
Complex, 27, 9.191544048096258
Complex, 28, 9.122868976303922
Complex, 29, 9.123855785486306
Complex, 30, 9.111277121830717
Complex, 31, 9.112592679095608
Complex, 32, 9.017534742691026
Complex, 33, 9.024297551794374
Complex, 34, 8.921082165627348
Complex, 35, 9.130444025712174
Complex, 36, 8.984908548371969
Complex, 37, 9.016709673804751
Complex, 38, 9.018771226480462
Complex, 39, 8.959841514917425
Complex, 40, 9.038419466671447
Complex, 41, 8.943057133027214
Complex, 42, 8.93723725401242
Complex, 43, 9.091949696178999
Complex, 44, 9.031051352393533
Complex, 45, 9.013213788370084
Complex, 46, 9.110608741288068
Complex, 47, 9.04420957502209
Complex, 48, 8.97806887897664
Complex, 49, 9.134163063462633
Complex, 50, 9.063701426942256
Complex, 51, 9.042864781052819
Complex, 52, 9.129011048530177
Complex, 53, 9.114101082044103
Complex, 54, 9.088829030279163
Complex, 55, 9.074971308239421
Complex, 56, 8.973516108538496
Complex, 57, 9.030606544997084
Complex, 58, 9.129734102873947
Complex, 59, 8.99453514193658
Complex, 60, 8.94190108788988
Complex, 61, 8.973061515400296
Complex, 62, 8.879053521149602
Complex, 63, 9.114712618096368
Complex, 64, 8.948185006627169
Complex, 65, 9.130368293594515
Complex, 66, 9.128311166535882
Complex, 67, 9.054469269074902
Complex, 68, 8.960308519155078
Complex, 69, 9.119700043301819
Complex, 70, 9.042059168007047
Complex, 71, 9.021405842666576
Complex, 72, 9.023142335206714
Complex, 73, 9.006931339396239
Complex, 74, 8.937115705816082
Complex, 75, 8.957229926547491
Complex, 76, 8.922595812733423
Complex, 77, 9.021951518517724
Complex, 78, 9.033245169138443
Complex, 79, 8.865417713137584
Complex, 80, 8.861111963497642
Complex, 81, 8.83230263899445
Complex, 82, 8.976532338648033
Complex, 83, 9.124076893243904
Complex, 84, 9.008908772795111
Complex, 85, 8.96168862006853
Complex, 86, 8.912678047885175
Complex, 87, 8.983856381020956
Complex, 88, 9.04593873374124
Complex, 89, 9.121416754725166
Complex, 90, 8.98644280703105
Complex, 91, 8.87956646755999
Complex, 92, 8.97836506358994
Complex, 93, 8.89268406459931
Complex, 94, 9.118914098017145
Complex, 95, 8.838041076678358
Complex, 96, 8.917779643455528
Complex, 97, 8.905237869836185
Complex, 98, 9.207558820393714
Complex, 99, 9.164585531603555
Complex, 100, 9.020362340786535
Complex, 101, 8.996970778231944
Complex, 102, 9.075903962058206
Complex, 103, 8.901460613020717
Complex, 104, 8.916874173958838
Complex, 105, 9.07996176843573
Complex, 106, 8.954639801478745
Complex, 107, 9.00072555831793
Complex, 108, 9.048886747435452
Complex, 109, 9.069194675958993
Complex, 110, 9.097323579785385
Complex, 111, 9.002966990035945
Complex, 112, 9.0963096473635
Complex, 113, 8.963076833744795
Complex, 114, 8.874496606569336
